selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,book,family,m,cost,dOOS
C-R3/NEG,R3/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.2,25.0,0.0
S0 do-nothing,-,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
RANDOM (same pool),R3/NEG,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
C-MOM/POS,MOM/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
C-R3/POS,R3/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
C-R3/NEG,R3/NEG,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,0.5,10.0,0.0
S0 do-nothing,-,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
RANDOM (same pool),REBASED/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
C-MOM/POS,MOM/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
C-R3/POS,R3/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
C-R3/NEG,R3/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,0.5,25.0,0.0
S0 do-nothing,-,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
RANDOM (same pool),REBASED/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
C-MOM/POS,MOM/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
C-R3/POS,R3/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
C-R3/NEG,R3/NEG,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,-0.3379145760638534,-0.02061496445863875,-0.2725488406509181,SMALLk20d00,SMALL,1.0,10.0,0.0
S0 do-nothing,-,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
RANDOM (same pool),REBASED/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
C-MOM/POS,MOM/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
C-R3/POS,R3/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
C-R3/NEG,R3/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,-0.42734144668651763,-0.025583377333148194,-0.3033257462703628,SMALLk20d00,SMALL,1.0,25.0,0.0
S0 do-nothing,-,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
RANDOM (same pool),R3/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
C-MOM/POS,MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
C-R3/POS,R3/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
C-R3/NEG,R3/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.2,10.0,0.0
S0 do-nothing,-,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
RANDOM (same pool),R3/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
C-MOM/POS,MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
C-R3/POS,R3/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
C-R3/NEG,R3/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.2,25.0,0.0
S0 do-nothing,-,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
RANDOM (same pool),R3/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
C-MOM/POS,MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
C-R3/POS,R3/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
C-R3/NEG,R3/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,0.5,10.0,0.0
S0 do-nothing,-,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
RANDOM (same pool),R3/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
C-MOM/POS,MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
C-R3/POS,R3/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
C-R3/NEG,R3/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,0.5,25.0,0.0
S0 do-nothing,-,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
RANDOM (same pool),MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
C-MOM/POS,MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
C-R3/POS,R3/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
C-R3/NEG,R3/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,0.4710929506618517,0.028968269933667967,-0.1368951488648249,SMALLk20d01,SMALL,1.0,10.0,0.0
S0 do-nothing,-,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
RANDOM (same pool),REBASED/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
C-MOM/POS,MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
C-R3/POS,R3/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
C-R3/NEG,R3/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,0.3921215978144218,0.023692284598783697,-0.14155164910043838,SMALLk20d01,SMALL,1.0,25.0,0.0
S0 do-nothing,-,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
RANDOM (same pool),R3/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
C-MOM/POS,MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
C-R3/POS,R3/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
C-R3/NEG,R3/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.2,10.0,0.0
S0 do-nothing,-,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
RANDOM (same pool),R3/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
C-MOM/POS,MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
C-R3/POS,R3/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
C-R3/NEG,R3/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.2,25.0,0.0
S0 do-nothing,-,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
RANDOM (same pool),REBASED/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
C-MOM/POS,MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
C-MOM/NEG,MOM/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
C-R3/POS,R3/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
C-R3/NEG,R3/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
C-REBASED/POS,REBASED/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
ORACLE-OOS,MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,0.5,10.0,0.0
S0 do-nothing,-,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
RANDOM (same pool),MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
C-MOM/POS,MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
C-MOM/NEG,MOM/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
C-R3/POS,R3/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
C-R3/NEG,R3/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
C-REBASED/POS,REBASED/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
ORACLE-OOS,MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,0.5,25.0,0.0
S0 do-nothing,-,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
RANDOM (same pool),R3/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
C-MOM/POS,MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
C-MOM/NEG,MOM/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
C-R3/POS,R3/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
C-R3/NEG,R3/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
C-REBASED/POS,REBASED/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
ORACLE-OOS,MOM/POS,-0.0013988265340073311,-0.0018940247037496638,-0.2790276212335757,SMALLk20d02,SMALL,1.0,10.0,0.0
S0 do-nothing,-,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
RANDOM (same pool),REBASED/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
C-MOM/POS,MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
C-MOM/NEG,MOM/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
C-R3/POS,R3/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
C-R3/NEG,R3/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
C-REBASED/POS,REBASED/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
C-REBASED/NEG,REBASED/NEG,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
ORACLE-OOS,MOM/POS,-0.08658050302130572,-0.0069983520298982915,-0.29587006576073804,SMALLk20d02,SMALL,1.0,25.0,0.0
S0 do-nothing,-,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
RANDOM (same pool),MOM/POS,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
C-MOM/POS,MOM/POS,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
C-MOM/NEG,MOM/NEG,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
C-R3/POS,R3/POS,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
C-R3/NEG,R3/NEG,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
C-REBASED/POS,REBASED/POS,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
C-REBASED/NEG,REBASED/NEG,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
ORACLE-OOS,MOM/POS,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.2,10.0,0.0
S0 do-nothing,-,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
RANDOM (same pool),R3/POS,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
C-MOM/POS,MOM/POS,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
C-MOM/NEG,MOM/NEG,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
C-R3/POS,R3/POS,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
C-R3/NEG,R3/NEG,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
C-REBASED/POS,REBASED/POS,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
C-REBASED/NEG,REBASED/NEG,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
ORACLE-OOS,MOM/POS,0.16362139531283915,0.007664756792968852,-0.19574836321909717,SMALLk20d03,SMALL,0.2,25.0,0.0
S0 do-nothing,-,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/POS,0.25017900097394474,0.012596454894747255,-0.17535031658153077,SMALLk20d03,SMALL,0.5,10.0,0.0
